id,a1_gender,a2_age,a3_number_of_children,a4_children_under_18_years,a5_age_youngest_children,a6_education_level,B2_Public_service_status_ger,B1_commute_distance_in_km,B3_early_retirement_rate,B4_sickness_days,B5_Degree_of_employment,B6_gross_working_days,B7_Vacation_days,B8_net_working_days,B9_salary_increase_last_year,B10_Tenure_in_month,B11_salary_today_brl,B12_salary_increase_last_5_years,B13_Parental_leave,D1_monthly_unemployment_rate_brazil,D2_monthly_number_of_vacancies,D3_monthly_short_time_workers,B14_Cargo,B15_Sector,B16_Headquarters,b1_PDI_rate,c1_overall_employee_satisfaction,c2_employee_satisfaction_moving_average,M_Onb_3d_Integration,M_eNPS,M_Onb_15d_Credibility,M_Onb_15d_Respect,M_Onb_15d_Impartiality,M_Onb_15d_Pride,M_Onb_15d_Camaraderie,M_Onb_30d_Credibility,M_Onb_30d_Respect,M_Onb_30d_Impartiality,M_Onb_30d_Pride,M_Onb_30d_Camaraderie,Climate_Cred_Informative_Comm,Climate_Cred_Accessible_Comm,Climate_Cred_Coordination,Climate_Cred_Supervision,Climate_Cred_Clear_Vision,Climate_Cred_Reliability,Climate_Resp_Prof_Appreciation,Climate_Resp_Indiv_Effort,Climate_Resp_Collaboration,Climate_Resp_Work_Env,Climate_Resp_Personal_Life,Climate_Imp_Payment,Climate_Imp_Belonging,Climate_Imp_Impartiality_Recog,Climate_Imp_Treatment,Climate_Imp_Resources,Climate_Pride_Work,Climate_Pride_Team,Climate_Pride_Company,Climate_Cam_Closeness,Climate_Cam_Relaxation,Climate_Cam_Welcoming,Climate_Cam_Community,E_Exit_Reason,E_Exit_Satisfaction,Turnover
EMP-70,Male,38,1,1,7.0,Master,1,18.9,0.0,1,1.0,250,30,219,0.0,12,4120.0,0.0,0,13.62,624,-28,Specialist,HR,Sao Paulo,0.85,9,9.11,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-71,Male,31,0,0,,High School,0,14.7,0.0,5,1.0,250,30,215,506.33,74,3790.0,1207.93,0,7.55,382,-19,Intern,Finance,Rio de Janeiro,0.63,7,7.62,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,None,,0
EMP-72,Female,43,0,0,,Bachelor,0,8.6,0.0,4,1.0,250,30,216,593.46,23,3690.0,593.46,0,8.45,409,51,Specialist,Sales,Rio de Janeiro,0.97,7,7.84,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,Dissatisfaction,5.0,1
EMP-73,Male,36,2,1,16.0,No Degree,0,1.0,0.0,5,1.0,250,30,215,314.71,47,3300.0,314.71,0,10.95,458,52,Analyst,HR,Curitiba,0.78,5,6.06,4,8,5,5,5,4,4,5,3,4,5,5,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,4,Better Offer,4.0,1
EMP-74,Male,33,2,1,2.0,High School,0,3.8,0.0,4,1.0,250,30,216,0.0,12,2570.0,0.0,0,10.42,541,29,Analyst,HR,Sao Paulo,0.71,6,6.6,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,None,,0
EMP-75,Male,38,1,1,14.0,High School,0,0.8,0.0,9,1.0,250,30,211,190.47,62,3620.0,2290.59,0,12.85,463,6,Assistant,Finance,Sao Paulo,0.72,8,8.15,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Dissatisfaction,5.0,1
EMP-76,Male,36,2,1,9.0,High School,0,3.4,0.0,5,1.0,250,30,215,158.44,75,3860.0,861.68,0,13.86,659,56,Analyst,Sales,Sao Paulo,0.73,7,7.6,5,9,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,None,,0
EMP-77,Female,38,0,0,,High School,0,4.0,0.0,3,1.0,250,30,217,224.09,82,4020.0,1380.97,0,12.11,323,85,Specialist,Sales,Belo Horizonte,0.71,6,6.02,5,6,5,5,5,3,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,Dissatisfaction,5.0,1
EMP-78,Male,23,0,0,,High School,0,3.5,0.0,4,1.0,250,30,216,55.35,55,3330.0,55.35,0,12.65,498,27,Assistant,HR,Remote,0.91,7,6.75,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,Better Offer,5.0,1
EMP-79,Male,54,1,0,24.0,Bachelor,0,11.5,0.0,11,1.0,250,30,209,161.47,36,4060.0,161.47,0,11.31,452,-101,Director,Sales,Sao Paulo,0.62,6,6.67,5,4,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,4,5,5,5,4,5,4,5,5,5,5,5,5,4,5,5,5,None,,0
EMP-80,Female,47,1,0,9.0,High School,0,7.3,0.0,5,0.75,187,22,160,210.01,33,2347.5,210.01,0,12.66,626,-3,Specialist,Sales,Sao Paulo,0.63,6,6.07,5,4,5,4,4,5,5,5,5,3,5,5,5,5,5,4,5,3,5,4,5,5,5,5,5,5,5,4,4,5,5,4,5,5,5,Better Offer,5.0,1
EMP-81,Male,35,1,1,0.0,Master,0,25.4,0.0,1,0.75,187,22,164,0.0,0,2887.5,0.0,0,11.96,387,10,Assistant,IT,Rio de Janeiro,0.72,6,6.73,5,7,4,5,4,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,3,5,5,5,5,5,Dissatisfaction,4.0,1
EMP-82,Male,36,3,2,17.0,Bachelor,0,1.7,0.0,6,1.0,250,30,214,0.0,0,3160.0,0.0,0,10.64,560,-7,Analyst,HR,Sao Paulo,0.82,6,6.41,5,4,5,5,4,4,5,5,5,4,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5,4,4,5,5,5,5,5,5,5,4,Personal,4.0,1
EMP-83,Male,56,0,0,,No Degree,0,6.5,0.16816323003211858,12,1.0,250,30,208,526.85,46,3480.0,526.85,0,7.49,376,96,Assistant,Sales,Remote,0.68,4,4.99,5,5,5,3,4,5,5,3,5,5,4,4,4,4,4,5,5,4,3,4,5,5,4,5,5,5,4,4,4,5,4,4,4,5,5,Better Offer,4.0,1
EMP-84,Female,52,1,0,10.0,High School,0,2.2,0.0,7,1.0,250,30,213,469.5,26,3040.0,469.5,0,11.86,394,-93,Manager,Legal,Rio de Janeiro,0.8,7,7.72,5,8,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-85,Female,23,0,0,,Master,0,9.1,0.0,8,0.5,125,15,102,156.44,40,2265.0,156.44,0,10.03,462,-13,Specialist,IT,Sao Paulo,0.46,7,7.26,5,7,5,5,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Dissatisfaction,5.0,1
EMP-86,Male,63,1,1,8.0,High School,0,3.5,0.30222716077530937,10,1.0,250,30,210,0.0,8,2790.0,0.0,0,9.88,582,92,Manager,Finance,Rio de Janeiro,0.7,8,8.34,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-87,Male,38,4,1,9.0,High School,0,5.7,0.0,1,0.5,125,15,109,12.41,33,1520.0,12.41,0,13.08,422,114,Assistant,Legal,Rio de Janeiro,0.65,8,8.45,5,8,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Better Offer,5.0,1
EMP-88,Female,27,2,2,7.0,PhD,0,5.4,0.0,6,0.75,187,22,159,708.82,63,4897.5,1954.6,0,9.47,584,-43,Specialist,Sales,Sao Paulo,0.92,6,6.62,5,7,4,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,3,5,5,5,4,5,5,Stress,5.0,1
EMP-89,Female,20,0,0,,High School,0,9.9,0.0,4,1.0,250,30,216,80.45,24,2680.0,80.45,0,8.23,354,113,Specialist,Sales,Rio de Janeiro,0.82,8,8.61,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-90,Female,39,4,3,15.0,No Degree,0,5.9,0.0,1,1.0,250,30,219,373.42,72,3830.0,1857.29,0,8.49,552,24,Assistant,Marketing,Rio de Janeiro,0.93,9,9.17,5,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-91,Male,38,3,3,0.0,High School,0,1.9,0.0,6,1.0,250,30,214,68.15,25,2880.0,68.15,0,12.14,641,-21,Manager,Finance,Rio de Janeiro,0.79,5,5.73,5,7,5,5,5,5,5,4,5,4,5,5,4,5,4,5,4,4,4,4,3,4,5,5,4,5,5,5,5,5,5,5,5,5,4,Better Offer,4.0,1
EMP-92,Male,43,1,1,1.0,Bachelor,0,3.0,0.0,5,0.75,187,22,160,406.14,132,4402.5,2391.79,1,9.91,435,46,Specialist,Finance,Remote,0.73,8,8.02,5,8,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-93,Male,28,2,1,5.0,High School,0,9.3,0.0,4,0.75,187,22,161,150.88,99,3195.0,603.36,0,8.11,606,-18,Specialist,IT,Rio de Janeiro,0.41,7,7.45,5,8,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-94,Male,50,1,0,17.0,High School,0,7.6,0.0,7,1.0,250,30,213,615.88,43,3360.0,615.88,0,9.89,533,6,Analyst,IT,Sao Paulo,0.8,3,3.87,3,3,4,3,4,3,3,4,2,4,4,5,4,3,5,3,3,4,2,5,3,3,4,4,4,2,4,4,4,2,2,3,3,2,3,Personal,2.0,1
EMP-95,Female,34,4,3,2.0,Bachelor,0,6.1,0.0,3,1.0,250,30,217,419.76,18,3500.0,419.76,0,10.76,579,-35,Analyst,Finance,Rio de Janeiro,0.86,6,6.7,4,8,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,Dissatisfaction,5.0,1
EMP-96,Male,43,3,2,22.0,Master,0,9.6,0.0,6,1.0,250,30,214,1466.94,76,5450.0,1204.78,0,13.26,623,19,Assistant,Marketing,Rio de Janeiro,0.8,5,5.66,5,4,3,5,5,5,5,5,5,4,4,5,5,5,5,5,5,3,4,5,5,4,5,5,4,5,5,4,5,5,5,4,5,5,5,Personal,4.0,1
EMP-97,Female,45,3,1,3.0,Bachelor,1,7.8,0.0,6,1.0,250,30,214,1443.87,78,4810.0,1355.26,0,8.39,670,18,Assistant,Operations,Sao Paulo,0.29,3,4.12,4,2,3,5,4,5,4,4,4,3,5,5,3,5,4,4,5,3,3,5,4,5,4,4,5,4,4,3,3,5,5,3,4,4,4,Dissatisfaction,2.0,1
EMP-98,Female,36,3,2,5.0,PhD,0,8.1,0.0,3,1.0,250,30,217,0.0,8,5520.0,0.0,0,9.38,501,33,Analyst,Marketing,Rio de Janeiro,0.44,8,8.64,5,8,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-99,Female,42,0,0,,Bachelor,0,1.3,0.0,7,1.0,250,30,213,0.0,1,3240.0,0.0,0,9.89,407,0,Intern,IT,Sao Paulo,0.6,7,7.71,5,8,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-100,Female,30,0,0,,High School,0,6.1,0.0,7,0.75,187,22,158,0.0,12,1905.0,0.0,0,8.24,397,10,Specialist,Marketing,Rio de Janeiro,0.94,6,6.71,5,9,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,Retirement,5.0,1
EMP-101,Female,40,0,0,,PhD,0,3.4,0.0,10,0.5,125,15,100,421.02,93,3630.0,818.04,0,10.99,440,42,Specialist,Operations,Rio de Janeiro,0.63,6,7.05,5,8,5,5,5,4,4,5,5,4,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,Better Offer,5.0,1
EMP-102,Male,41,0,0,,Master,0,4.3,0.0,6,0.5,125,15,104,205.11,96,2915.0,1081.32,0,9.52,487,70,Assistant,Legal,Sao Paulo,0.81,6,6.79,5,4,5,5,4,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,None,,0
EMP-103,Female,41,3,1,10.0,High School,1,4.6,0.0,5,1.0,250,30,215,189.33,35,3110.0,189.33,0,12.63,468,38,Assistant,Legal,Rio de Janeiro,0.79,6,6.55,5,5,5,5,5,3,5,5,5,5,5,5,5,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,Dissatisfaction,4.0,1
EMP-104,Male,20,0,0,,High School,0,5.1,0.0,5,0.75,187,22,160,71.37,14,1860.0,71.37,0,10.49,351,119,Manager,Legal,Rio de Janeiro,0.71,9,9.21,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-105,Male,41,2,1,1.0,High School,0,4.9,0.0,3,1.0,250,30,217,94.54,53,3470.0,94.54,0,11.27,437,-18,Analyst,Finance,Sao Paulo,0.86,6,5.98,4,5,5,5,5,5,4,5,5,4,5,3,5,5,5,5,4,5,5,5,5,5,4,5,4,3,5,5,5,5,5,5,4,4,5,None,,0
EMP-106,Female,33,1,1,1.0,High School,0,4.8,0.0,6,1.0,250,30,214,343.06,30,2930.0,343.06,0,8.83,366,-29,Manager,Operations,Belo Horizonte,0.96,4,4.41,3,2,5,5,4,4,5,5,2,4,4,4,4,4,4,4,5,4,4,5,3,4,3,5,4,5,5,5,5,4,3,5,5,3,5,Stress,3.0,1
EMP-107,Male,44,1,1,1.0,High School,0,8.0,0.0,4,1.0,250,30,216,733.68,21,2860.0,733.68,0,7.78,280,8,Analyst,Operations,Curitiba,0.66,5,5.43,5,4,5,5,5,5,5,4,5,4,4,4,5,4,4,4,5,4,4,4,5,5,4,5,5,4,3,5,4,5,5,5,4,4,4,Dissatisfaction,4.0,1
EMP-108,Female,18,0,0,,High School,0,20.5,0.0,7,1.0,250,30,213,0.0,0,2180.0,0.0,0,12.85,636,26,Specialist,Marketing,Sao Paulo,0.64,9,9.14,5,7,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Better Offer,5.0,1
EMP-109,Female,38,1,1,14.0,PhD,0,3.8,0.0,8,0.75,187,22,157,227.37,15,4260.0,227.37,0,9.59,653,61,Assistant,Legal,Remote,0.68,8,8.01,5,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,None,,0
EMP-110,Female,40,2,1,10.0,Bachelor,0,1.4,0.0,7,1.0,250,30,213,956.01,39,3980.0,956.01,0,7.94,371,19,Analyst,HR,Sao Paulo,0.59,5,5.44,4,5,4,5,4,5,5,3,5,3,4,4,4,3,5,5,5,5,4,4,4,5,5,5,5,5,4,5,5,5,5,4,5,4,3,None,,0
EMP-111,Male,22,0,0,,Bachelor,0,1.5,0.0,7,1.0,250,30,213,241.05,22,3460.0,241.05,0,12.3,465,-2,Manager,Sales,Sao Paulo,0.63,7,7.79,5,7,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-112,Female,62,2,0,2.0,Master,0,2.5,0.44878545852106366,5,1.0,250,30,215,915.5,18,4480.0,915.5,0,9.59,631,63,Analyst,Operations,Rio de Janeiro,0.74,6,6.99,5,7,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,4,4,4,5,5,5,5,5,4,5,5,None,,0
EMP-113,Male,45,2,1,14.0,High School,0,5.1,0.0,1,1.0,250,30,219,306.68,31,3070.0,306.68,0,8.86,509,134,Director,Marketing,Belo Horizonte,0.68,4,4.12,4,4,3,5,3,3,4,2,5,5,4,4,4,4,4,4,4,4,4,4,5,4,4,5,3,5,5,4,4,4,5,5,3,3,5,Personal,3.0,1
EMP-114,Male,40,1,0,20.0,High School,1,3.9,0.0,6,1.0,250,30,214,0.0,4,2480.0,0.0,0,12.08,697,62,Manager,Legal,Curitiba,0.66,4,4.44,4,7,4,4,4,5,5,4,5,4,3,4,4,3,4,4,5,2,4,5,4,5,4,4,2,4,4,4,4,5,5,4,4,3,5,Better Offer,4.0,1
EMP-115,Female,40,0,0,,PhD,0,6.1,0.0,5,1.0,250,30,215,0.0,4,5480.0,0.0,0,8.31,558,-44,Specialist,HR,Sao Paulo,0.76,5,4.89,3,5,3,5,4,5,4,3,3,3,5,5,5,3,5,5,5,4,4,4,5,5,4,4,4,4,5,4,5,4,4,4,5,4,4,Personal,3.0,1
EMP-116,Female,48,0,0,,High School,0,32.4,0.0,4,1.0,250,30,216,459.78,144,5360.0,2828.91,0,13.45,602,-62,Specialist,IT,Belo Horizonte,0.89,6,5.97,3,7,4,5,5,5,5,5,4,5,4,4,5,5,5,5,2,4,5,5,4,5,5,4,5,4,5,4,4,5,5,5,5,4,5,Better Offer,5.0,1
EMP-117,Male,53,2,0,30.0,Bachelor,0,9.2,0.0,10,1.0,250,30,210,568.92,22,3770.0,568.92,0,12.01,562,-8,Analyst,Operations,Remote,0.65,8,8.87,5,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,None,,0
EMP-118,Female,49,2,2,16.0,High School,0,3.8,0.0,8,1.0,250,30,212,205.54,155,5590.0,1165.94,0,11.87,632,23,Assistant,Sales,Rio de Janeiro,0.48,8,7.97,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-119,Female,55,4,0,36.0,Master,0,9.0,0.0,5,1.0,250,30,215,101.45,162,7290.0,3905.46,0,10.96,557,11,Analyst,Marketing,Curitiba,0.73,6,6.23,5,4,5,4,5,5,5,5,5,5,4,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,5,5,5,4,5,5,4,5,4,None,,0
EMP-120,Male,53,2,0,18.0,Bachelor,0,4.5,0.0,7,1.0,250,30,213,1081.21,39,4110.0,1081.21,0,11.44,494,78,Specialist,Legal,Remote,0.53,4,4.52,3,4,5,5,4,4,4,5,4,5,4,4,4,4,5,5,3,4,5,4,5,4,5,4,5,5,5,4,4,3,5,3,5,4,5,Personal,4.0,1
EMP-121,Female,20,0,0,,Master,1,21.3,0.0,3,1.0,250,30,217,213.51,13,3960.0,213.51,0,7.18,491,59,Assistant,Finance,Remote,0.52,7,7.22,5,6,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-122,Male,39,2,2,8.0,Bachelor,0,7.7,0.0,2,1.0,250,30,218,648.65,37,3930.0,648.65,0,13.71,607,88,Analyst,Legal,Curitiba,0.8,8,8.59,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,None,,0
EMP-123,Female,53,2,0,3.0,High School,0,2.0,0.0,8,1.0,250,30,212,0.0,0,2530.0,0.0,0,8.48,468,8,Intern,Finance,Rio de Janeiro,0.91,8,9.05,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Personal,5.0,1
EMP-124,Male,45,0,0,,High School,0,10.9,0.0,3,1.0,250,30,217,227.79,43,3310.0,227.79,0,10.48,552,24,Analyst,Marketing,Sao Paulo,0.68,6,6.25,3,4,4,5,5,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,4,5,4,5,4,5,5,Better Offer,4.0,1
EMP-125,Female,34,0,0,,Bachelor,0,16.3,0.0,6,0.5,125,15,104,174.49,34,1910.0,174.49,0,13.16,475,78,Specialist,Operations,Curitiba,0.86,6,6.14,4,6,5,5,4,5,5,5,5,4,5,5,5,5,4,5,4,5,5,4,4,5,4,4,5,4,5,5,5,5,5,4,5,3,5,Better Offer,5.0,1
EMP-126,Female,24,0,0,,High School,0,3.7,0.0,6,1.0,250,30,214,602.88,72,3680.0,1737.0,0,9.29,572,-30,Analyst,Operations,Sao Paulo,0.8,5,5.17,5,3,5,5,5,4,3,5,4,5,5,5,5,5,4,3,4,5,4,4,4,5,5,5,5,4,4,5,4,5,4,3,5,5,4,Personal,4.0,1
EMP-127,Female,18,0,0,,Bachelor,0,10.0,0.0,6,1.0,250,30,214,0.0,0,2980.0,0.0,0,7.22,684,61,Intern,Sales,Sao Paulo,0.87,8,8.28,5,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,None,,0
EMP-128,Female,25,0,0,,High School,0,6.8,0.0,5,1.0,250,30,215,541.1,84,3930.0,1083.23,0,13.74,574,35,Analyst,IT,Sao Paulo,0.88,7,7.25,3,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,None,,0
EMP-129,Male,40,1,0,16.0,High School,0,9.8,0.0,4,1.0,250,30,216,630.57,88,4160.0,505.4,0,13.69,407,30,Assistant,Sales,Sao Paulo,0.74,6,6.51,5,6,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Dissatisfaction,5.0,1
EMP-130,Male,41,2,2,16.0,Bachelor,0,26.2,0.0,3,1.0,250,30,217,253.22,83,4870.0,1481.81,0,8.42,473,72,Assistant,HR,Rio de Janeiro,0.58,5,5.59,5,6,3,4,3,5,5,5,5,5,5,3,4,5,5,5,4,5,5,5,3,5,5,4,5,4,4,5,5,4,4,4,4,5,5,None,,0
EMP-131,Female,39,1,1,18.0,High School,0,64.1,0.0,10,0.75,187,22,155,166.18,27,2197.5,166.18,0,7.38,264,20,Manager,Marketing,Sao Paulo,0.31,9,9.03,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-132,Male,54,2,0,13.0,Master,0,14.4,0.0,5,1.0,250,30,215,1219.46,17,4380.0,1219.46,0,7.22,567,54,Specialist,Marketing,Sao Paulo,0.66,4,4.35,5,3,5,3,3,5,3,5,4,5,3,5,4,4,3,2,4,4,3,3,5,5,4,5,3,4,5,4,4,5,3,5,5,4,5,Better Offer,3.0,1
EMP-133,Female,41,3,2,18.0,Master,0,9.4,0.0,5,1.0,250,30,215,71.6,42,4750.0,71.6,0,8.35,489,-7,Manager,Marketing,Rio de Janeiro,0.74,7,6.94,5,7,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-134,Male,52,3,0,6.0,Bachelor,0,1.7,0.0,12,1.0,250,30,208,484.37,24,3800.0,484.37,0,10.04,601,29,Director,Marketing,Rio de Janeiro,0.79,5,5.92,5,5,5,4,5,5,5,5,4,5,5,4,4,5,5,5,5,4,3,5,5,5,4,3,4,5,5,5,4,4,5,5,5,3,4,None,,0
EMP-135,Female,44,1,0,8.0,Bachelor,0,2.4,0.0,6,1.0,250,30,214,116.12,28,3800.0,116.12,0,9.11,546,138,Assistant,IT,Belo Horizonte,0.87,7,7.3,5,8,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4,4,5,5,5,4,5,5,5,5,5,5,5,5,4,5,Dissatisfaction,5.0,1
EMP-136,Female,24,0,0,,Bachelor,0,10.4,0.0,3,1.0,250,30,217,406.51,72,4480.0,2741.8,0,8.85,562,-28,Analyst,Marketing,Rio de Janeiro,0.61,7,7.13,5,7,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Retirement,5.0,1
EMP-137,Male,18,0,0,,Bachelor,0,7.6,0.0,7,0.75,187,22,158,0.0,0,2235.0,0.0,0,13.75,618,105,Analyst,Legal,Sao Paulo,0.68,5,5.64,5,3,5,5,5,5,4,3,4,4,5,5,4,5,5,5,4,3,5,4,4,5,5,4,5,4,5,5,5,5,4,5,5,5,4,Better Offer,5.0,1
EMP-138,Female,49,1,1,3.0,High School,0,9.6,0.0,5,1.0,250,30,215,181.76,67,3830.0,1170.36,0,12.66,289,62,Specialist,Sales,Remote,0.67,7,7.72,5,8,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Dissatisfaction,5.0,1
EMP-139,Female,45,5,3,18.0,High School,0,14.8,0.0,6,1.0,250,30,214,431.06,324,8930.0,4241.43,0,11.97,645,41,Analyst,Legal,Sao Paulo,0.67,8,8.17,5,8,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-140,Male,44,2,2,6.0,High School,0,9.3,0.0,6,1.0,250,30,214,327.04,42,3280.0,327.04,0,11.9,527,11,Analyst,IT,Remote,0.76,6,6.18,5,6,5,5,5,5,4,4,4,5,5,4,5,5,3,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,Better Offer,5.0,1
EMP-141,Male,50,2,1,2.0,No Degree,0,12.6,0.0,3,1.0,250,30,217,0.0,9,2680.0,0.0,0,11.32,350,29,Analyst,HR,Sao Paulo,0.39,5,5.78,5,6,5,5,4,5,5,4,4,4,5,5,5,5,5,5,5,5,4,4,4,5,4,4,5,5,3,5,5,4,5,4,4,5,5,Better Offer,5.0,1
EMP-142,Female,44,4,3,19.0,Master,0,5.1,0.0,2,1.0,250,30,218,0.0,0,3940.0,0.0,0,13.01,415,55,Specialist,IT,Curitiba,0.9,6,6.25,5,6,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,5,Personal,5.0,1
EMP-143,Female,31,2,1,10.0,High School,0,2.3,0.0,4,1.0,250,30,216,443.01,102,4350.0,1802.73,0,8.21,503,11,Assistant,Legal,Rio de Janeiro,0.44,8,8.95,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-144,Female,47,0,0,,High School,1,3.0,0.0,6,0.75,187,22,159,1157.6,324,6712.5,2980.72,0,12.16,446,-76,Assistant,Legal,Sao Paulo,0.74,6,6.17,5,7,5,4,5,5,5,5,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,4,5,5,5,4,5,5,None,,0
