id,a1_gender,a2_age,a3_number_of_children,a4_children_under_18_years,a5_age_youngest_children,a6_education_level,B2_Public_service_status_ger,B1_commute_distance_in_km,B3_early_retirement_rate,B4_sickness_days,B5_Degree_of_employment,B6_gross_working_days,B7_Vacation_days,B8_net_working_days,B9_salary_increase_last_year,B10_Tenure_in_month,B11_salary_today_brl,B12_salary_increase_last_5_years,B13_Parental_leave,D1_monthly_unemployment_rate_brazil,D2_monthly_number_of_vacancies,D3_monthly_short_time_workers,B14_Cargo,B15_Sector,B16_Headquarters,c1_overall_employee_satisfaction,c2_employee_satisfaction_moving_average,M_Onb_3d_Integration,M_eNPS,M_Onb_15d_Credibility,M_Onb_15d_Respect,M_Onb_15d_Impartiality,M_Onb_15d_Pride,M_Onb_15d_Camaraderie,M_Onb_30d_Credibility,M_Onb_30d_Respect,M_Onb_30d_Impartiality,M_Onb_30d_Pride,M_Onb_30d_Camaraderie,Climate_Cred_Informative_Comm,Climate_Cred_Accessible_Comm,Climate_Cred_Coordination,Climate_Cred_Supervision,Climate_Cred_Clear_Vision,Climate_Cred_Reliability,Climate_Resp_Prof_Appreciation,Climate_Resp_Indiv_Effort,Climate_Resp_Collaboration,Climate_Resp_Work_Env,Climate_Resp_Personal_Life,Climate_Imp_Payment,Climate_Imp_Belonging,Climate_Imp_Impartiality_Recog,Climate_Imp_Treatment,Climate_Imp_Resources,Climate_Pride_Work,Climate_Pride_Team,Climate_Pride_Company,Climate_Cam_Closeness,Climate_Cam_Relaxation,Climate_Cam_Welcoming,Climate_Cam_Community,E_Exit_Reason,E_Exit_Satisfaction,Turnover
EMP-72,Male,48,2,2,4.0,High School,0,12.6,0.0,6,1.0,250,30,214,0.0,2,2520.0,0.0,0,8.71,617,6,Assistant,IT,Rio de Janeiro,6,6.86,5,7,5,3,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,Stress,4.0,1
EMP-73,Male,26,1,1,0.0,No Degree,0,9.8,0.0,5,1.0,250,30,215,248.23,96,4180.0,747.69,1,8.44,367,47,Specialist,Marketing,Remote,5,5.2,5,6,4,4,4,4,4,5,5,4,4,5,5,5,5,5,3,5,5,4,5,5,5,4,5,4,5,4,4,5,4,5,3,4,5,Stress,4.0,1
EMP-74,Female,28,1,1,1.0,Bachelor,0,17.7,0.0,4,1.0,250,30,216,449.6,120,5480.0,1898.84,0,7.43,516,106,Analyst,Marketing,Curitiba,5,5.89,5,4,4,5,4,5,5,4,5,5,5,5,5,5,5,4,4,5,5,3,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,Stress,2.0,1
EMP-75,Female,35,1,1,7.0,Bachelor,0,20.8,0.0,5,1.0,250,30,215,125.89,44,4030.0,125.89,0,7.49,683,93,Manager,Sales,Rio de Janeiro,5,6.11,2,6,5,4,3,2,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,5,4,Stress,3.0,1
EMP-76,Male,25,0,0,,Bachelor,0,15.4,0.0,4,1.0,250,30,216,910.82,67,4390.0,1361.78,0,7.14,372,-42,Analyst,Operations,Curitiba,7,7.51,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,Better Offer,5.0,1
EMP-77,Female,49,0,0,,Bachelor,0,8.3,0.0,3,0.75,187,22,162,381.02,61,3382.5,885.65,0,8.82,487,24,Specialist,HR,Sao Paulo,7,7.59,5,7,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-78,Male,40,1,0,2.0,Bachelor,0,12.3,0.0,5,1.0,250,30,215,209.53,26,3720.0,209.53,0,10.95,458,52,Analyst,HR,Curitiba,5,6.06,4,8,5,5,5,4,4,5,3,4,5,5,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,4,Better Offer,4.0,1
EMP-79,Male,49,2,1,29.0,Bachelor,0,8.3,0.0,2,0.75,187,22,163,328.46,58,3337.5,328.46,0,12.85,594,-3,Analyst,Marketing,Curitiba,5,5.9,5,6,4,5,3,4,5,3,5,4,4,5,5,5,4,5,5,5,4,4,5,5,5,5,5,4,5,5,5,4,5,3,5,5,5,Stress,4.0,1
EMP-80,Female,32,1,0,6.0,Bachelor,0,9.7,0.0,7,1.0,250,30,213,109.87,27,3660.0,109.87,0,13.26,629,103,Assistant,HR,Sao Paulo,7,7.67,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-81,Female,37,1,0,13.0,High School,0,7.2,0.0,6,1.0,250,30,214,239.13,28,2930.0,239.13,0,7.21,519,139,Specialist,IT,Rio de Janeiro,9,9.32,5,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-82,Female,47,2,2,12.0,Bachelor,0,65.7,0.0,4,1.0,250,30,216,162.28,16,3590.0,162.28,0,10.08,319,41,Assistant,Marketing,Rio de Janeiro,8,8.45,5,9,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-83,Female,33,3,2,1.0,PhD,0,5.3,0.0,4,1.0,250,30,216,985.77,23,5790.0,985.77,1,7.39,423,23,Director,Sales,Belo Horizonte,6,6.72,4,7,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,4,5,4,Retirement,5.0,1
EMP-84,Male,51,0,0,,Bachelor,0,15.1,0.0,9,1.0,250,30,211,280.45,59,4490.0,280.45,0,11.36,505,42,Specialist,Operations,Rio de Janeiro,7,7.06,5,8,4,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,4,5,5,5,5,5,4,5,5,5,4,5,Stress,5.0,1
EMP-85,Female,61,2,0,42.0,Master,0,16.9,0.16862421799486005,10,1.0,250,30,210,244.7,91,5930.0,2224.24,0,9.85,390,55,Manager,Operations,Curitiba,6,6.31,3,7,5,5,4,5,5,4,4,4,5,4,4,5,5,4,5,5,5,4,5,5,4,5,5,5,4,5,5,5,4,4,4,5,5,Personal,5.0,1
EMP-86,Female,49,1,0,19.0,High School,0,4.4,0.0,4,1.0,250,30,216,104.06,114,4770.0,2092.91,0,11.14,639,38,Analyst,Marketing,Remote,6,6.85,5,5,4,5,5,5,5,4,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,Personal,2.0,1
EMP-87,Female,39,2,2,15.0,High School,0,23.6,0.0,2,1.0,250,30,218,114.03,252,7430.0,2006.81,0,7.38,605,48,Specialist,IT,Sao Paulo,6,6.95,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,4,5,4,5,4,5,5,5,5,5,5,5,4,5,4,5,5,5,None,,0
EMP-88,Male,33,0,0,,Bachelor,0,3.9,0.0,5,1.0,250,30,215,161.3,87,4870.0,810.56,0,7.26,457,-45,Analyst,IT,Sao Paulo,8,8.34,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-89,Male,47,2,1,16.0,Bachelor,0,6.8,0.0,5,1.0,250,30,215,944.93,184,6950.0,555.54,0,12.4,573,23,Assistant,HR,Rio de Janeiro,6,6.16,5,3,5,5,5,4,4,3,5,5,5,4,4,4,4,5,5,5,5,5,5,4,5,4,5,5,4,5,5,5,5,4,5,5,5,None,,0
EMP-90,Male,38,3,2,4.0,Bachelor,0,2.6,0.0,8,1.0,250,30,212,394.8,39,3960.0,394.8,0,9.56,499,118,Analyst,HR,Curitiba,5,5.41,5,4,5,4,2,5,5,5,5,4,5,5,5,5,4,4,5,4,4,5,5,5,5,4,5,5,4,5,4,4,4,5,4,5,5,None,,0
EMP-91,Male,25,0,0,,Bachelor,0,6.8,0.0,2,1.0,250,30,218,466.12,48,4010.0,466.12,0,11.0,513,-3,Manager,Operations,Rio de Janeiro,6,6.72,5,6,4,5,5,5,5,5,5,4,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,3,4,5,5,5,None,,0
EMP-92,Female,33,2,1,5.0,Master,0,2.7,0.0,5,1.0,250,30,215,0.0,8,3990.0,0.0,0,8.2,504,23,Analyst,Sales,Sao Paulo,4,4.41,4,3,4,4,5,5,4,5,4,5,5,5,3,5,4,3,4,3,5,5,5,5,3,4,3,5,4,4,5,3,4,5,4,3,3,Dissatisfaction,4.0,1
EMP-93,Male,36,0,0,,High School,0,3.3,0.0,4,1.0,250,30,216,0.0,4,2440.0,0.0,0,10.69,688,34,Director,IT,Remote,7,7.21,5,9,5,4,5,3,5,5,5,4,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,Dissatisfaction,5.0,1
EMP-94,Male,21,0,0,,Bachelor,0,7.4,0.0,8,1.0,250,30,212,289.46,23,3470.0,289.46,0,11.05,463,75,Analyst,HR,Sao Paulo,9,8.88,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,Dissatisfaction,5.0,1
EMP-95,Female,35,0,0,,Bachelor,0,2.8,0.0,6,0.5,125,15,104,305.02,79,2365.0,1016.66,0,8.18,545,-1,Assistant,HR,Sao Paulo,7,7.75,5,9,5,4,5,5,4,5,5,4,4,5,5,5,5,5,5,4,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,Better Offer,5.0,1
EMP-96,Female,42,2,2,1.0,High School,0,8.7,0.0,6,1.0,250,30,214,452.25,17,2760.0,452.25,0,13.71,608,-27,Assistant,HR,Sao Paulo,8,8.54,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,None,,0
EMP-97,Female,28,0,0,,High School,0,37.5,0.0,4,1.0,250,30,216,378.92,67,3620.0,720.42,0,9.24,397,47,Manager,Operations,Curitiba,4,4.48,5,4,4,4,4,4,5,3,5,4,5,3,4,4,4,4,4,4,5,4,4,3,4,4,5,4,4,5,5,4,4,5,5,5,4,Personal,4.0,1
EMP-98,Female,27,1,0,9.0,Master,0,2.3,0.0,7,0.5,125,15,103,193.18,88,2765.0,1007.18,0,9.14,465,46,Specialist,Legal,Sao Paulo,8,8.94,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-99,Female,65,0,0,,Bachelor,0,4.1,0.1622856155073965,7,1.0,250,30,213,355.81,98,5410.0,2572.52,0,13.01,622,42,Analyst,HR,Sao Paulo,6,6.49,5,10,5,3,5,3,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,5,4,4,5,5,5,4,4,5,None,,0
EMP-100,Male,39,1,1,14.0,Master,0,21.2,0.0,2,1.0,250,30,218,838.79,120,6290.0,617.32,0,9.87,312,91,Specialist,Sales,Sao Paulo,5,5.46,3,3,5,5,5,5,5,3,5,3,4,5,3,4,4,4,5,5,4,2,5,5,3,4,5,5,4,4,4,5,5,5,5,3,5,Better Offer,3.0,1
EMP-101,Male,31,3,2,6.0,High School,0,12.2,0.0,4,0.75,187,22,161,81.51,156,4072.5,1531.53,0,13.16,547,92,Analyst,Legal,Rio de Janeiro,6,6.36,5,6,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,4,4,5,5,5,4,5,5,4,5,5,5,5,None,,0
EMP-102,Male,50,3,0,20.0,High School,0,2.3,0.0,2,1.0,250,30,218,730.97,24,2980.0,730.97,0,12.56,439,-16,Assistant,Finance,Remote,8,8.54,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,None,,0
EMP-103,Female,47,0,0,,High School,0,7.9,0.0,6,1.0,250,30,214,402.74,52,3510.0,402.74,0,13.82,402,106,Analyst,Legal,Sao Paulo,7,7.37,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-104,Female,64,1,0,30.0,Bachelor,0,12.2,0.25743081330291606,3,0.75,187,22,162,0.0,12,2760.0,0.0,0,7.48,360,-1,Director,HR,Sao Paulo,6,6.01,4,8,5,4,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,3,5,5,4,5,5,5,5,Dissatisfaction,4.0,1
EMP-105,Female,33,2,2,15.0,Master,0,26.3,0.0,3,1.0,250,30,217,1035.64,180,7430.0,3943.95,0,11.12,469,104,Specialist,Legal,Sao Paulo,7,7.57,4,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-106,Male,35,0,0,,Bachelor,0,2.1,0.0,4,0.75,187,22,161,288.07,20,2662.5,288.07,0,13.74,496,83,Assistant,Operations,Sao Paulo,6,6.81,5,6,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,None,,0
EMP-107,Female,47,1,1,26.0,High School,1,2.5,0.0,4,1.0,250,30,216,227.32,25,2970.0,227.32,0,13.9,423,-18,Analyst,Finance,Sao Paulo,6,6.19,5,5,3,4,5,5,4,5,5,4,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,Better Offer,3.0,1
EMP-108,Male,30,0,0,,Bachelor,0,4.9,0.0,3,1.0,250,30,217,640.44,144,5980.0,2202.15,0,13.78,524,76,Analyst,Sales,Sao Paulo,6,6.87,5,7,5,3,4,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,Retirement,5.0,1
EMP-109,Female,41,3,2,15.0,High School,0,3.1,0.0,3,1.0,250,30,217,67.22,13,2670.0,67.22,0,10.77,451,-20,Manager,Legal,Rio de Janeiro,6,6.61,5,6,5,5,5,5,5,5,5,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,3,5,5,5,5,None,,0
EMP-110,Female,34,1,1,8.0,Bachelor,0,16.9,0.0,3,1.0,250,30,217,540.92,34,3820.0,540.92,0,10.76,453,0,Assistant,Finance,Remote,6,6.97,5,6,5,5,5,5,5,4,5,5,5,4,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-111,Female,47,4,2,10.0,High School,0,0.8,0.0,3,1.0,250,30,217,152.3,17,2810.0,152.3,0,10.62,309,-39,Analyst,Finance,Remote,7,7.01,5,7,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,None,,0
EMP-112,Female,24,0,0,,No Degree,0,2.4,0.0,4,1.0,250,30,216,97.4,39,3020.0,97.4,0,8.09,603,101,Analyst,Operations,Sao Paulo,8,9.26,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-113,Male,18,0,0,,Master,0,2.4,0.0,3,1.0,250,30,217,0.0,0,3680.0,0.0,0,12.67,351,75,Manager,Legal,Sao Paulo,8,8.27,5,7,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-114,Male,43,2,1,22.0,No Degree,0,4.5,0.0,7,0.5,125,15,103,289.17,24,1455.0,289.17,0,11.0,344,53,Analyst,Sales,Sao Paulo,8,8.55,5,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,Retirement,5.0,1
EMP-115,Female,33,0,0,,No Degree,0,23.6,0.0,2,1.0,250,30,218,477.63,16,2650.0,477.63,0,7.97,316,-65,Specialist,IT,Sao Paulo,9,9.05,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-116,Female,37,1,1,7.0,Bachelor,0,24.2,0.0,5,1.0,250,30,215,38.32,20,3570.0,38.32,0,10.78,509,-79,Specialist,Operations,Rio de Janeiro,6,6.46,5,4,5,5,4,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,4,5,Better Offer,4.0,1
EMP-117,Female,39,1,1,9.0,Master,0,2.7,0.0,2,1.0,250,30,218,130.97,18,4250.0,130.97,0,7.04,437,-75,Analyst,IT,Rio de Janeiro,4,4.18,5,4,4,4,3,5,3,4,5,5,4,3,5,2,5,4,5,3,4,5,5,3,4,5,5,3,5,3,4,5,5,3,5,5,4,Dissatisfaction,3.0,1
EMP-118,Male,34,1,1,10.0,High School,0,5.9,0.0,2,0.75,187,22,163,95.47,24,2115.0,95.47,0,10.74,477,2,Manager,Legal,Sao Paulo,8,9.02,5,10,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-119,Female,40,1,1,20.0,Master,0,10.0,0.0,3,1.0,250,30,217,294.86,82,5540.0,1257.4,0,11.54,412,54,Assistant,HR,Remote,5,5.92,5,6,4,3,5,5,5,4,4,5,5,5,5,4,5,5,4,4,5,5,4,4,5,3,5,4,5,4,5,5,5,4,5,5,5,Dissatisfaction,5.0,1
EMP-120,Male,47,0,0,,Bachelor,0,10.5,0.0,3,0.75,187,22,162,163.79,49,3187.5,163.79,0,11.65,444,9,Specialist,Legal,Sao Paulo,5,5.64,5,4,4,2,5,3,4,4,3,4,4,5,4,5,5,5,5,4,5,4,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,Personal,3.0,1
EMP-121,Male,31,1,0,9.0,High School,0,1.9,0.0,4,1.0,250,30,216,177.84,94,4190.0,695.67,0,8.81,599,68,Analyst,Marketing,Sao Paulo,9,8.76,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-122,Female,42,1,1,11.0,PhD,0,4.2,0.0,5,1.0,250,30,215,40.58,20,5820.0,40.58,0,11.22,472,-13,Assistant,Operations,Sao Paulo,5,5.46,5,3,4,5,5,5,5,5,5,5,4,3,5,5,4,5,5,5,5,5,4,5,4,4,4,4,5,4,5,3,4,5,5,5,4,Dissatisfaction,3.0,1
EMP-123,Male,30,0,0,,Bachelor,0,24.3,0.0,7,1.0,250,30,213,0.0,2,3140.0,0.0,0,13.02,566,39,Manager,Legal,Rio de Janeiro,7,7.2,5,8,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,Dissatisfaction,5.0,1
EMP-124,Male,20,0,0,,Bachelor,0,2.9,0.0,5,1.0,250,30,215,757.82,24,3480.0,757.82,0,8.8,554,35,Specialist,Operations,Rio de Janeiro,5,6.04,3,8,5,5,5,5,5,5,4,4,5,3,4,4,5,5,5,5,4,4,5,4,5,5,5,5,5,4,5,4,5,5,5,5,5,Better Offer,3.0,1
EMP-125,Female,46,2,0,4.0,Bachelor,0,9.6,0.0,2,1.0,250,30,218,316.31,90,5060.0,2151.14,0,8.9,326,48,Specialist,HR,Rio de Janeiro,5,5.76,3,6,5,5,4,5,5,5,5,5,3,4,5,5,3,5,5,4,5,4,5,5,5,5,5,4,5,4,5,5,5,3,4,5,4,Dissatisfaction,4.0,1
EMP-126,Female,52,2,1,0.0,Bachelor,0,11.2,0.0,9,0.5,125,15,101,0.0,3,1690.0,0.0,0,13.33,450,105,Assistant,Legal,Rio de Janeiro,7,7.53,5,8,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-127,Male,37,0,0,,Bachelor,0,5.9,0.0,1,0.75,187,22,164,60.24,29,2812.5,60.24,0,8.48,493,-2,Analyst,Marketing,Sao Paulo,9,9.24,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-128,Female,40,2,1,22.0,High School,0,13.4,0.0,5,1.0,250,30,215,226.73,65,3700.0,1340.87,0,11.81,674,-17,Director,Finance,Rio de Janeiro,7,7.68,5,6,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,Dissatisfaction,5.0,1
EMP-129,Female,33,4,2,5.0,High School,0,70.4,0.0,3,1.0,250,30,217,0.0,8,2490.0,0.0,0,12.03,539,-2,Analyst,IT,Rio de Janeiro,9,8.83,5,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-130,Female,37,3,1,19.0,High School,0,4.5,0.0,3,1.0,250,30,217,271.06,16,2690.0,271.06,0,11.31,261,-8,Director,Legal,Rio de Janeiro,5,5.26,2,0,4,5,2,4,5,5,4,5,3,3,5,3,5,4,4,4,4,4,5,4,4,5,5,4,5,4,4,5,4,5,5,5,5,Retirement,5.0,1
EMP-131,Female,38,0,0,,Bachelor,0,50.1,0.0,8,1.0,250,30,212,612.02,19,3560.0,612.02,0,7.59,403,-71,Analyst,Legal,Rio de Janeiro,6,6.77,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,None,,0
EMP-132,Female,58,1,0,31.0,Master,0,9.1,0.2992299834898244,10,1.0,250,30,210,722.85,27,4620.0,722.85,0,9.48,474,15,Analyst,IT,Sao Paulo,4,4.08,3,5,3,4,5,4,4,1,4,5,5,4,4,4,4,5,3,4,5,4,5,4,5,3,3,5,4,5,4,4,3,4,5,4,5,Retirement,4.0,1
EMP-133,Male,39,2,1,8.0,High School,0,20.0,0.0,8,0.75,187,22,157,191.88,59,2677.5,191.88,0,9.07,523,-47,Specialist,Legal,Rio de Janeiro,5,5.25,5,2,5,3,5,4,4,5,4,5,5,4,5,4,3,4,2,5,5,4,5,5,4,5,4,5,3,4,4,4,5,5,5,5,4,Dissatisfaction,3.0,1
EMP-134,Female,34,2,2,15.0,High School,0,9.7,0.0,4,1.0,250,30,216,59.05,71,3760.0,1119.86,0,10.7,335,56,Analyst,IT,Sao Paulo,7,7.32,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-135,Male,53,1,0,22.0,Bachelor,0,6.3,0.0,10,1.0,250,30,210,263.54,42,4170.0,263.54,0,13.94,482,149,Specialist,HR,Sao Paulo,5,5.35,3,2,4,4,5,5,5,4,5,5,4,5,4,4,4,4,5,5,4,4,5,5,5,4,5,4,5,4,5,3,4,4,5,5,4,Dissatisfaction,4.0,1
EMP-136,Female,46,2,1,0.0,Bachelor,0,11.5,0.0,9,0.5,125,15,101,104.01,14,1770.0,104.01,0,8.72,367,-8,Director,Finance,Belo Horizonte,7,7.51,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Dissatisfaction,5.0,1
EMP-137,Female,33,2,1,12.0,High School,0,0.5,0.0,4,1.0,250,30,216,329.77,15,2630.0,329.77,0,11.53,575,48,Specialist,IT,Sao Paulo,5,5.95,4,5,5,5,4,5,5,5,4,5,5,5,3,5,3,4,4,5,5,5,5,5,5,3,4,5,5,5,4,5,5,5,3,5,5,Better Offer,5.0,1
EMP-138,Male,40,1,1,22.0,Bachelor,0,5.4,0.0,3,1.0,250,30,217,102.88,72,4640.0,2590.53,0,13.76,425,67,Manager,Sales,Sao Paulo,7,7.38,5,9,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,None,,0
EMP-139,Male,28,0,0,,Bachelor,0,17.6,0.0,6,1.0,250,30,214,220.85,39,3860.0,220.85,0,11.53,473,-43,Assistant,IT,Curitiba,6,6.76,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,Stress,5.0,1
EMP-140,Male,49,3,2,5.0,Bachelor,0,17.1,0.0,5,1.0,250,30,215,366.73,21,3710.0,366.73,0,12.85,580,60,Specialist,Legal,Rio de Janeiro,5,5.44,5,6,3,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,4,5,5,5,5,5,5,4,5,4,4,4,5,Personal,4.0,1
EMP-141,Female,39,1,0,18.0,PhD,0,0.9,0.0,2,1.0,250,30,218,1341.35,95,7290.0,3595.6,0,11.82,587,65,Specialist,Legal,Rio de Janeiro,8,8.64,5,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-142,Female,58,1,0,18.0,Master,0,12.4,0.1753558007269968,5,1.0,250,30,215,207.11,171,7500.0,2525.52,0,7.22,506,44,Assistant,Operations,Sao Paulo,7,7.19,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-143,Male,25,0,0,,High School,0,37.6,0.0,3,1.0,250,30,217,1115.33,84,3930.0,1290.73,0,9.43,538,23,Intern,IT,Remote,7,7.29,5,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,None,,0
EMP-144,Male,36,1,1,17.0,Bachelor,0,30.2,0.0,3,1.0,250,30,217,306.29,21,3580.0,306.29,0,12.41,537,65,Analyst,IT,Curitiba,9,8.96,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-145,Male,43,1,1,3.0,Bachelor,0,30.7,0.0,6,1.0,250,30,214,683.09,237,7970.0,3722.76,0,11.41,599,18,Assistant,HR,Sao Paulo,5,5.87,5,5,5,4,5,5,5,4,5,5,5,5,4,5,4,5,5,5,5,5,3,5,4,5,4,5,4,3,5,5,5,5,5,5,5,Stress,4.0,1
EMP-146,Female,36,1,0,16.0,Bachelor,0,6.6,0.0,6,1.0,250,30,214,145.85,62,4400.0,1727.6,0,8.75,564,25,Manager,Marketing,Sao Paulo,9,8.56,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
EMP-147,Female,23,0,0,,Bachelor,1,17.0,0.0,8,1.0,250,30,212,0.0,11,3250.0,0.0,0,10.02,559,-10,Analyst,Sales,Sao Paulo,8,8.36,5,8,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,None,,0
